benchmark,solver,status,result,time_real,time_cpu,memory
2019/goel/industry/gen102/gen102.aig,ncip-portfolio,ok,unsat,7.019735489971936,19.489757452,1269.161984
2019/goel/industry/gen102/gen102.aig,ncip-cadicraig,ok,unsat,22.96214117668569,22.925263721,994.2016
2019/goel/industry/gen102/gen102.aig,pavy,ok,unsat,4.817410678602755,43.250699228,414.208
2019/goel/industry/gen102/gen102.aig,mc-zhulf,ok,unsat,10.832713852636516,53.148589921,2737.000448
2019/goel/industry/gen102/gen102.aig,voiraig,ok,unsat,62.37062224559486,62.339644868,15.7696
2019/goel/industry/gen102/gen102.aig,supercar,ok,unsat,18.637119747698307,224.204468357,1081.729024
2019/goel/industry/gen102/gen102.aig,fric3,ok,unknown,0.07632329873740673,0.082334377,8.839168
2019/goel/industry/gen103/gen103.aig,ric3,ok,unsat,0.183759193867445,2.179775355,177.102848
2019/goel/industry/gen103/gen103.aig,ncip-portfolio,ok,unsat,1.051311057060957,2.829640125,320.086016
2019/goel/industry/gen103/gen103.aig,ncip-minicraig,ok,unsat,20.69096994586289,20.668876521,301.940736
2019/goel/industry/gen103/gen103.aig,voiraig,ok,unsat,43.60352607630193,43.57991724,13.389824
2019/goel/industry/gen103/gen103.aig,pavy,ok,unsat,5.176006590016186,47.955266863,458.010624
2019/goel/industry/gen103/gen103.aig,mc-zhulf,ok,unsat,10.265465680509806,50.340297091,2733.727744
2019/goel/industry/gen103/gen103.aig,ncip-cadicraig,ok,unsat,210.75320744421333,210.597033038,4462.03904
2019/goel/industry/gen103/gen103.aig,supercar,ok,unsat,19.959344370290637,239.379593004,1312.964608
2019/goel/industry/gen103/gen103.aig,fric3,ok,unknown,0.07294714730232954,0.078588215,9.228288
2019/goel/industry/gen112/gen112.aig,ric3,ok,unsat,0.211621449328959,3.089211884,155.680768
2019/goel/industry/gen112/gen112.aig,ncip-cadicraig,ok,unsat,9.761557856574655,9.737147442,539.447296
2019/goel/industry/gen112/gen112.aig,ncip-minicraig,ok,unsat,10.631076353602111,10.615624785,172.290048
2019/goel/industry/gen112/gen112.aig,fric3,ok,unsat,15.897339794784784,15.897821808,38.977536
2019/goel/industry/gen112/gen112.aig,ncip-portfolio,ok,unsat,9.939740397967398,29.437010517,1191.677952
2019/goel/industry/gen112/gen112.aig,pavy,ok,unsat,4.811541356146336,43.180577482,412.700672
2019/goel/industry/gen112/gen112.aig,mc-zhulf,ok,unsat,10.94734791573137,53.718492292,2742.86592
2019/goel/industry/gen112/gen112.aig,voiraig,ok,unsat,62.34539763443172,62.311340086,16.171008
2019/goel/industry/gen112/gen112.aig,supercar,ok,unsat,19.046058353967965,227.719990851,1177.284608
2019/goel/industry/gen45/gen45.aig,ncip-minicraig,ok,unsat,0.3692643130198121,0.358518203,24.784896
2019/goel/industry/gen45/gen45.aig,ncip-portfolio,ok,unsat,0.5276388581842184,1.237380253,122.830848
2019/goel/industry/gen45/gen45.aig,ric3,ok,unsat,0.14667299296706915,2.04252696,106.909696
2019/goel/industry/gen45/gen45.aig,fric3,ok,unsat,2.24166757799685,2.248415536,28.983296
2019/goel/industry/gen45/gen45.aig,pavy,ok,unsat,0.7235405119135976,4.206580442,242.36032
2019/goel/industry/gen45/gen45.aig,ncip-cadicraig,ok,unsat,6.131265006959438,6.11002986,605.007872
2019/goel/industry/gen45/gen45.aig,voiraig,ok,unsat,6.223445028997958,6.212969633,12.627968
2019/goel/industry/gen45/gen45.aig,mc-zhulf,ok,unsat,1.9883266231045127,9.034150601,2557.591552
2019/goel/industry/gen45/gen45.aig,supercar,ok,unsat,7.208797592669725,52.027918507,382.775296
2019/goel/industry/gen53/gen53.aig,ric3,ok,unsat,0.1856694919988513,2.229921532,176.463872
2019/goel/industry/gen53/gen53.aig,ncip-portfolio,ok,unsat,1.0534064527601004,2.841138523,367.538176
2019/goel/industry/gen53/gen53.aig,ncip-minicraig,ok,unsat,14.065232482738793,14.043587801,275.861504
2019/goel/industry/gen53/gen53.aig,ncip-cadicraig,ok,unsat,20.237703411839902,20.200996965,1521.115136
2019/goel/industry/gen53/gen53.aig,voiraig,ok,unsat,43.70322126056999,43.680712846,13.45536
2019/goel/industry/gen53/gen53.aig,pavy,ok,unsat,5.16722363140434,47.866062962,457.834496
2019/goel/industry/gen53/gen53.aig,mc-zhulf,ok,unsat,10.637535811401904,52.170568887,2731.532288
2019/goel/industry/gen53/gen53.aig,supercar,ok,unsat,19.84688081499189,239.565333857,1454.415872
2019/goel/industry/gen53/gen53.aig,fric3,ok,unknown,0.07333100493997335,0.082109989,9.555968
